SS,SV,Verse1,TS,TV,Verse2,Label
83,2,الذين إذا اكتالوا على الناس يستوفون,17,35,وأوفوا الكيل إذا كلتم وزنوا بالقسطاس المستقيم ذلك خير وأحسن تأويلا,1
52,19,كلوا واشربوا هنيئا بما كنتم تعملون,69,24,كلوا واشربوا هنيئا بما أسلفتم في الأيام الخالية,1
27,45,ولقد أرسلنا إلى ثمود أخاهم صالحا أن اعبدوا الله فإذا هم فريقان يختصمون,43,63,ولما جاء عيسى بالبينات قال قد جئتكم بالحكمة ولأبين لكم بعض الذي تختلفون فيه فاتقوا الله وأطيعون,0
25,73,والذين إذا ذكروا بآيات ربهم لم يخروا عليها صما وعميانا,9,125,وأما الذين في قلوبهم مرض فزادتهم رجسا إلى رجسهم وماتوا وهم كافرون,1
17,16,وإذا أردنا أن نهلك قرية أمرنا مترفيها ففسقوا فيها فحق عليها القول فدمرناها تدميرا,11,60,وأتبعوا في هذه الدنيا لعنة ويوم القيامة ألا إن عادا كفروا ربهم ألا بعدا لعاد قوم هود,0
21,41,ولقد استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما كانوا به يستهزئون,6,34,ولقد كذبت رسل من قبلك فصبروا على ما كذبوا وأوذوا حتى أتاهم نصرنا ولا مبدل لكلمات الله ولقد جاءك من نبإ المرسلين,1
25,12,إذا رأتهم من مكان بعيد سمعوا لها تغيظا وزفيرا,67,7,إذا ألقوا فيها سمعوا لها شهيقا وهي تفور,1
33,63,يسألك الناس عن الساعة قل إنما علمها عند الله وما يدريك لعل الساعة تكون قريبا,54,1,بسم الله الرحمن الرحيم اقتربت الساعة وانشق القمر,1
14,18,مثل الذين كفروا بربهم أعمالهم كرماد اشتدت به الريح في يوم عاصف لا يقدرون مما كسبوا على شيء ذلك هو الضلال البعيد,3,117,مثل ما ينفقون في هذه الحياة الدنيا كمثل ريح فيها صر أصابت حرث قوم ظلموا أنفسهم فأهلكته وما ظلمهم الله ولكن أنفسهم يظلمون,1
19,5,وإني خفت الموالي من ورائي وكانت امرأتي عاقرا فهب لي من لدنك وليا,2,76,وإذا لقوا الذين آمنوا قالوا آمنا وإذا خلا بعضهم إلى بعض قالوا أتحدثونهم بما فتح الله عليكم ليحاجوكم به عند ربكم أفلا تعقلون,0
71,1,بسم الله الرحمن الرحيم إنا أرسلنا نوحا إلى قومه أن أنذر قومك من قبل أن يأتيهم عذاب أليم,12,63,فلما رجعوا إلى أبيهم قالوا يا أبانا منع منا الكيل فأرسل معنا أخانا نكتل وإنا له لحافظون,0
28,4,إن فرعون علا في الأرض وجعل أهلها شيعا يستضعف طائفة منهم يذبح أبناءهم ويستحيي نساءهم إنه كان من المفسدين,10,32,فذلكم الله ربكم الحق فماذا بعد الحق إلا الضلال فأنى تصرفون,0
44,41,يوم لا يغني مولى عن مولى شيئا ولا هم ينصرون,16,108,أولئك الذين طبع الله على قلوبهم وسمعهم وأبصارهم وأولئك هم الغافلون,0
4,66,ولو أنا كتبنا عليهم أن اقتلوا أنفسكم أو اخرجوا من دياركم ما فعلوه إلا قليل منهم ولو أنهم فعلوا ما يوعظون به لكان خيرا لهم وأشد تثبيتا,2,134,تلك أمة قد خلت لها ما كسبت ولكم ما كسبتم ولا تسألون عما كانوا يعملون,0
21,91,والتي أحصنت فرجها فنفخنا فيها من روحنا وجعلناها وابنها آية للعالمين,17,58,وإن من قرية إلا نحن مهلكوها قبل يوم القيامة أو معذبوها عذابا شديدا كان ذلك في الكتاب مسطورا,0
20,113,وكذلك أنزلناه قرآنا عربيا وصرفنا فيه من الوعيد لعلهم يتقون أو يحدث لهم ذكرا,27,66,بل ادارك علمهم في الآخرة بل هم في شك منها بل هم منها عمون,0
25,1,بسم الله الرحمن الرحيم تبارك الذي نزل الفرقان على عبده ليكون للعالمين نذيرا,7,158,قل يا أيها الناس إني رسول الله إليكم جميعا الذي له ملك السماوات والأرض لا إله إلا هو يحيي ويميت فآمنوا بالله ورسوله النبي الأمي الذي يؤمن بالله وكلماته واتبعوه لعلكم تهتدون,1
20,94,قال يا ابن أم لا تأخذ بلحيتي ولا برأسي إني خشيت أن تقول فرقت بين بني إسرائيل ولم ترقب قولي,18,49,ووضع الكتاب فترى المجرمين مشفقين مما فيه ويقولون يا ويلتنا مال هذا الكتاب لا يغادر صغيرة ولا كبيرة إلا أحصاها ووجدوا ما عملوا حاضرا ولا يظلم ربك أحدا,0
45,28,وترى كل أمة جاثية كل أمة تدعى إلى كتابها اليوم تجزون ما كنتم تعملون,5,71,وحسبوا ألا تكون فتنة فعموا وصموا ثم تاب الله عليهم ثم عموا وصموا كثير منهم والله بصير بما يعملون,0
11,118,ولو شاء ربك لجعل الناس أمة واحدة ولا يزالون مختلفين,66,6,يا أيها الذين آمنوا قوا أنفسكم وأهليكم نارا وقودها الناس والحجارة عليها ملائكة غلاظ شداد لا يعصون الله ما أمرهم ويفعلون ما يؤمرون,0
2,181,فمن بدله بعدما سمعه فإنما إثمه على الذين يبدلونه إن الله سميع عليم,15,21,وإن من شيء إلا عندنا خزائنه وما ننزله إلا بقدر معلوم,0
12,6,وكذلك يجتبيك ربك ويعلمك من تأويل الأحاديث ويتم نعمته عليك وعلى آل يعقوب كما أتمها على أبويك من قبل إبراهيم وإسحاق إن ربك عليم حكيم,36,18,قالوا إنا تطيرنا بكم لئن لم تنتهوا لنرجمنكم وليمسنكم منا عذاب أليم,0
26,158,فأخذهم العذاب إن في ذلك لآية وما كان أكثرهم مؤمنين,60,2,إن يثقفوكم يكونوا لكم أعداء ويبسطوا إليكم أيديهم وألسنتهم بالسوء وودوا لو تكفرون,0
12,24,ولقد همت به وهم بها لولا أن رأى برهان ربه كذلك لنصرف عنه السوء والفحشاء إنه من عبادنا المخلصين,9,25,لقد نصركم الله في مواطن كثيرة ويوم حنين إذ أعجبتكم كثرتكم فلم تغن عنكم شيئا وضاقت عليكم الأرض بما رحبت ثم وليتم مدبرين,0
2,191,واقتلوهم حيث ثقفتموهم وأخرجوهم من حيث أخرجوكم والفتنة أشد من القتل ولا تقاتلوهم عند المسجد الحرام حتى يقاتلوكم فيه فإن قاتلوكم فاقتلوهم كذلك جزاء الكافرين,48,25,هم الذين كفروا وصدوكم عن المسجد الحرام والهدي معكوفا أن يبلغ محله ولولا رجال مؤمنون ونساء مؤمنات لم تعلموهم أن تطئوهم فتصيبكم منهم معرة بغير علم ليدخل الله في رحمته من يشاء لو تزيلوا لعذبنا الذين كفروا منهم عذابا أليما,1
52,49,ومن الليل فسبحه وإدبار النجوم,17,79,ومن الليل فتهجد به نافلة لك عسى أن يبعثك ربك مقاما محمودا,1
14,21,وبرزوا لله جميعا فقال الضعفاء للذين استكبروا إنا كنا لكم تبعا فهل أنتم مغنون عنا من عذاب الله من شيء قالوا لو هدانا الله لهديناكم سواء علينا أجزعنا أم صبرنا ما لنا من محيص,40,48,قال الذين استكبروا إنا كل فيها إن الله قد حكم بين العباد,1
2,59,فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون,22,33,لكم فيها منافع إلى أجل مسمى ثم محلها إلى البيت العتيق,0
16,78,والله أخرجكم من بطون أمهاتكم لا تعلمون شيئا وجعل لكم السمع والأبصار والأفئدة لعلكم تشكرون,67,23,قل هو الذي أنشأكم وجعل لكم السمع والأبصار والأفئدة قليلا ما تشكرون,1
49,18,إن الله يعلم غيب السماوات والأرض والله بصير بما تعملون,2,224,ولا تجعلوا الله عرضة لأيمانكم أن تبروا وتتقوا وتصلحوا بين الناس والله سميع عليم,0
